Review,True Label,Naive Bayes Prediction,Logistic Regression Prediction,DistilBERT Prediction,Error Pattern,Error Category,Possible Reason
"""Solomon and Sheba"" was the kind of film that you just had to go and see back in the late 50's when I was a kid: a biblical epic spectacular with well known performers, unusual costumes, lots of extras and battle sequences. So I went to see it; but I remember that back then ""Solomon and Sheba"" didn't impress me at all, which was a strange thing since I had enjoyed a lot ""The Ten Commandments"", ""Quo Vadis"", ""Helen of Troy"" and others. The point is that when you are a kid you disregard things in pictures that adults don't (bad acting, for instance) and you are easier to please with warriors in their armors, battles, sword duels and action, so if your'e not impressed then something is wrong with a product of this genre. <br /><br />This film, though it has some of such features, is definitely standard and average. Yul Brynner's wooden performance as the Hebrew king doesn't even light when he has voluptuous and half naked Gina Lollobrigida dancing around him provocatively. She is better and renders an acceptable acting. George Sanders doesn't look interested in what he is doing, and Marisa Pavan (Pier Angeli's twin sister) doesn't add at all as a sort of Brynner's conscience.<br /><br />The final sword duel between Brynner and Sanders is just for the plot and lacks interest and intensity (it had to filmed, that's all).<br /><br />Not a good farewell for director King Vidor, Solomon and Sheba will probably be remembered as Ty Power's last unfinished picture.",0,1,0,1,Only Logistic Regression correct,,
"One of the many silent comedies Stan Laurel featured in before he teamed with Oliver Hardy, 'Mud and Sand' is a ho-hum hokum. The story is badly disjointed - though this could be because of the modern-day edit - and the humor itself is not at all inventive.<br /><br />Potential plotlines are started and ignored; for instance, Stan's promise to make Fillet de Sole pay for what she's done to him never comes to fruition. Stan's character doesn't seem very centered, either, but this is a common criticism of his work before he developed 'Stanley' of Laurel & Hardy fame, so it might be that I was just expecting to see this shortcoming.<br /><br />I strongly believe that all the silent films should be preserved and viewed, and I'm glad this one is still available. It's just not a great film.",0,1,0,1,Only Logistic Regression correct,,
"The movie doesn't take itself seriously, and if you follow its lead you're going to have a lot of fun (as long as you don't mind your murders served up really bloody, and your horror topped with extra cheese)!<br /><br />This film winks an eye at every horror fan, and then gives them the finger. It knows it sucks, and because of that, it's far and away the best of the ""Child's Play"" series. <br /><br />It plays up the ""stoopid humor"" angle so well, you find yourself doing more than just laughing AT it, but WITH it. And, trust me, the whole time you're laughing, it's laughing back atcha.<br /><br />",1,0,1,0,Only Logistic Regression correct,,
"Friday Night With Jonathan Ross must have those in charge of Ross rubbing their sweaty little palms together. They know the BBC lacks imagination when it comes to talk shows so when they have Jonathan Ross at their disposal they are quite settled to just sit back and let a half wit command this primetime slot.<br /><br />Ross Spends most of the show grooming his ego and smiling about how much the BBC is paying him. The show is a complete copy of many US Chat Shows - Leno, Letterman, Conan O Brian, the list goes on - but he and his team have clearly seen what works on the masses can also be done for the dumb masses in the UK also.<br /><br />The unfortunate situation - he has no competition? Parkinson has gone by the reality is he was never really up to much except grooming a celebs ego. Can't we have someone funnier and slicker on British Screens instead of Jonathan Ross? Once Ross has built up his ego enough he will then proceed to the very boring concept of the stiff celebrities in the green room - so trying to get on with each other. If an A-Lister is present (which is so often the case these days - as there are no other chat shows they can turn to - to promote their latest movie) - he will spend the next hour either flirting with them or trying to be their best friend in the Universe. Sqeamish when he had Ringo Starr on - a man that cares nothing for licking arse - Ross genuinely was begging for his mobile phone number (as common policy on this show is for Jonathan Ross to get everyones number so he can be seen in the right company when not working). Of course Ringo said it how it is - and simply said no I don't like you - dead pan serious.<br /><br />Ross needs to be axed from all Awards and TV shows - the masses will get over it.",0,1,0,1,Only Logistic Regression correct,,
"I have read the other user comments and I am happy someone has compared it to the original by Kamal called Perumarzhakalam released in 2004.<br /><br />The original had a tight story and no loopholes as described above about the Indian Govt not having proper records, or even bad shoots and bloopers.<br /><br />The story is great and a touchy one and well described by others. But sadly Nagesh taking credit for it as his own story is a sad thing and amounts to nothing other than plagiarism.<br /><br />I guess he has been affected by Bollywood's so called ""inspired"" syndrome.<br /><br />He must at least give credit where it is due.<br /><br />I liked some of his older movies, but now I suspect if any of them were originals after all.<br /><br />Here is a link in IMDb for the original masterpiece. http://www.imdb.com/title/tt0425350/#comment I recommend everyone to see the original, even with subtitles if needed, to know what class direction and class acting is all about.",0,1,0,1,Only Logistic Regression correct,,
"This isn't the video nasty Night of the Demon as there are more than one. Actually, there is only one, but it multiplies.<br /><br />After it inhabits Suzanne (Scream Queen Linnea Quigley), she passes it on to goth girl Angela (Amelia Kinkade) through a nice long kiss.<br /><br />Next, we see Linnea showing us her quigleys in the bathroom. She shows a lot more as Jay (Lance Fenton) thinks he is in for some fun.<br /><br />Soon, everything literally goes to hell as bodies drop one by one and are possessed. Judy (Cathy Podewell) and Max (Philip Tanzini) are the last two trying to escape. Max isn't much help, leaving it to Judy to figure a way out.<br /><br />The makeup was absolutely fantastic, and the only thing that kept this from being even better was the extremely long build up to the action.<br /><br />The old man (Harold Ayer) who appears in the beginning will be back and get his just desserts.<br /><br />Linnea Quigley may be the Scream Queen, but Cathy Podewell definitely showed the greatest lungs in this film.",1,0,1,0,Only Logistic Regression correct,,
"THE GOOD: The acting were great especially Terrence Howard and Thandie Newton. Terrence Howard should have been nominated for Best Supporting Actor instead of Matt Dillon.<br /><br />THE BAD: I'm a visible minority (non-white) and I have experienced some form of racism in my life. BUT despite my life experiences and the movie's subject matter, I would definitely NOT say that this movie is the best of the year, in fact, it's FAR from it. I have problems with this movie both from a moviegoer's perspective and from a visible minority's perspective. Some of my problems with this movie are:<br /><br />(1) Poor character development (or none at all). Just because we saw extremes in a character, for example, Matt Dillon being a racist cop and being a good caregiver to his ailing father, that does not mean in any way that the character is well-developed. Yes, I admit that in a big cast ensemble like in this movie, it is quite difficult for every character to be well-developed, BUT that does not mean that at none of the characters should be like that.<br /><br />(2) The dialogue seems really contrived to the point that I'm really surprised this movie won for Best Original Screenplay. They should show this movie in a screenplay writing class NOT because it's good but to show students and future screenplay writers what NOT to do. I just felt like I've been hit by the head over and over again how bad racism is. I get it.<br /><br />(3) The plot seems so coincidental, it is laughable. What are the chances of a black car robber running over an Asian guy who also happens to be a human trafficker while entering his van, and that same black car robber ended up carjacking that Asian guy's van several hours later after he brought him the hospital, only to find out that the several Asians being trafficked inside the van just to show you that the black car robber has a good side after all? Or, what about that scene where a prejudiced upper-class white woman who fell down the stairs and all her prejudice and hatred vanished into thin air? If it was THAT simple, why don't we throw every racist in America down the stairs so they will have a change of heart?<br /><br />(4) I think my biggest misgivings about this movie is the unrealistic view of racism. As someone who has experienced racism in my life, the realistic view of racism is that it is hidden rather than in your face. I've been refused to enter a supermarket because I'm not white. Did the store owner said because I was not white? No, he said the store was closing even though there were a lot of people shopping inside. Did he yell racial slurs? No. Racism in America is more hidden. Some cab drivers probably won't stop to pick you up because you're non-white but that does not mean that they will try to run you over or get out and say racial slurs. If a Chinese woman rear-ended me, I won't be saying ""blake! blake! Learn some English bitch!"". On the other hand, if I was a Chinese woman and I accidentally rear-ended a Mexican woman, I won't say ""Mexicans are bad drivers"" in front of her face. That's not how things work. Instead, I would give out my insurance info, say sorry, and go home and tell my fellow Chinese friends and family that Mexicans are poor drivers and make fun of them behind their backs. That is the real racism. It's hidden and not in your face.<br /><br />Anyway, Crash is not original unlike what some people may say. The interlocking and interweaving story lines, plots, and characters have been done before. ""Magnolia"" is a movie that does this much better than Crash did and yet, it was never nominated for Best Picture at the Oscars. It had a stellar cast -- Julianne Moore, William H. Macy, Phillip Seymour Hoffman (who won best Actor recently), Tom Cruise, etc. It really boggles my mind how Crash was even nominated for Best Picture.",0,1,0,1,Only Logistic Regression correct,,
"This was one of the few shows that my wife and I agreed on watching. I was upset to hear that it was canceled, especially because I didn't realize the ratings were so poor. As far as I knew it was doing very well with a lot of viewers. Almost all my friends and most of the people I spoke to watched the show. Now we are stuck watching either crappy shows or DVD's. How bad was the show doing? does anyone know the real results of the shows viewings? I know that when it went to Thursdays, it was more difficult for me to catch. Thank G*d for DVR's! <br /><br />Anyways, this was a real surprise to know that there will be no more ""The War At Home"". If any other networks see this, PLEASE PICK UP THE SHOW!!!! PLEASE!",1,0,1,0,Only Logistic Regression correct,,
"Having finally caught up with this ""masterpiece,"" it strikes me that it must have seemed terribly clever, in its day. It's French, arty, under-played to the point of agony, and ultimately downbeat. But viewed from the vantage of 37 years in the future, it's also just a bit vacuous, pretentious and unsatisfying.<br /><br />Others have summarized the story, but I don't think anyone has pointed out the dramatic flaw at the heart of this film: the lead characters, Corey and Vogel, really don't deserve what they get. They play square within their code, never harm anyone who didn't ask for it, and show great courage and initiative. Moreover, Corey in particular is victimized by his former gangland 'friend,' who stole his girl and who repeatedly tries to have him killed, apparently just because he (Corey) dared to 'borrow' a few thousand francs. These are guys who really ought to be due for a break! Instead, things go far worse for them than they really need to, within the logic of the story.<br /><br />One might contend that this is the whole point: that the real villains never get caught; that they collude with the police as needed, sell out their friends, and always come out on top. But that's not shown either. Corey's old gangster friend is not shown colluding with the police. Nor is he shown gloating over his victory. In fact, after materializing several times when he's needed, he's nowhere to be seen at the conclusion, leaving a dramatic tension (his feud with Corey) entirely unresolved!<br /><br />Nonetheless, I'd say this film is well worth seeing for its beautiful photography, its slow, deliberate pacing, its great deadpan performances, its elaborate heist sequence, and its encapsulation of the art-film style of the late 1960s.",1,0,1,0,Only Logistic Regression correct,,
I would just like to say that The Cure was a fabulious movie to help inform how people who are HIV positive have to function in life. Expecially a young boy who cant go to school because he could contaminate someone. and the ignorance of the boys who called them FAGGOTS. that just shows how much children are not educated about aids.,1,0,1,0,Only Logistic Regression correct,,
"Believe me I wanted this series to work, but the early departure of Kevin Kilner dealt a near death blow after season one. Robert Leeshock just wasn't right for the part and Jane Heitmeyer did an admirable job as lead but the series just got too messy and confused at that point. I don't know what happened in Season Five, what a mess. Sometimes its time to drop the red cape and just stick the sword in the bull, if you know what I mean. The only consistent thread holding the series together were the amazing performances of Leni Parker and Anita LaSelva as the two Taelons in quiet idealogical conflict. If not for their talents and well-written dialogue they would have been two weird bald man-chicks in a B-movie series.<br /><br />If only this series could have ended at season 4 and picked up later by SyFy...",1,0,1,0,Only Logistic Regression correct,,
"Bride of Chucky starts late one night as Officer Bob Bailey (Vince Corazza) sneaks into the evidence room at his police station & amongst all the horror film in joke props he steals the remains of the Chucky doll that serial killer Charles Lee Ray possessed way back in the original Child's Play (1988). He drives the remains to an isolated area where Ray's ex girlfriend Tiffany (Jennifer Tilly) slashes Bailey's throat & takes the remains back to her trailer. There Tiffany stitches & staples Chucky (voiced by Brad Dourif) back together again & using a 'voodoo for dummies' book brings him back to murderous life. Thing don't go as Tiffany had hoped & Chucky turns out not to be the man of her dreams after all so she locks him in a play pen at which Chucky is less than happy. While Tiffany takes a bath Chucky escapes, electrocutes her & using that book brings her back to life in the shape of a female doll dressed as a bride. Neither want to be stuck in plastic bodies & have to work together to get to a cemetery in New Jersey where Ray's natural body had been buried with the amulet needed to switch their spirits back into human bodies. The bodies of Tiffany's neighbour Jesse (Nick Stabile) & his girlfriend Jade (Katherine Heigl), who are both on the run from Jade's corrupt uncle Chief of police Warren Kincaid (John Ritter), will do nicely...<br /><br />Directed by Ronny Yu I love Bride of Chucky. The script by Don Mancini is great fun, very fast moving, highly entertaining & references plenty of other horror film with good affection. From the opening sequence where we see Jason Voorhees hockey mask from the Friday the 13th films, Freddy Krueger's razor blade glove from the A Nightmare on Elm Street series & Michael Myers mask from the Halloween franchise. To the clips used from Bride of Frankenstein (1935) when it virtually recreates the same scene. Bride of Chucky never takes itself seriously which is just as well, there are lots of one liners, self referential gags that Scream (1996) made trendy a few years earlier & it doesn't seem afraid to poke fun at itself & the horror genre in general. I love the scene when Jesse & Jade are having a clichéd slushy romantic conversation that Chucky hears & he makes funny derogatory comments & gestures throughout. That's not to say that there isn't a damn good film in there as well because there most certainly is. Director Yu manages to create good atmosphere & a real sense of fun, both human & plastic sets of characters are likable & shine as each pair suffer their own sets of domestic problems that the trail of corpses that they are leaving behind would obviously cause. Technically Bride of Chucky is great for the most part & has that big budget polish about it & at about $25,000,000 I should hope so. The only thing that I will say is that some of the puppet effects by Kevin Yagher are a little stiff & unconvincing, I can't remember any CGI scenes in Bride of Chucky either. Thankfully the film doesn't neglect the blood & gore with a cool slit throat, nails blasted into someone's face in presumably a Hellraiser (1987) homage, people impaled on shards of glass, someone being bloodily obliterated by a huge truck, a ripped off lip piercing & various stabbings & gunshots. The acting is pretty good & Dourif as Chucky is very funny as he spouts the one liners out. I also like the scenes with Tiffany at the beginning & find her very sexy when she's wearing all that fetish gear, I can't be the only one surely? I personally think Bride of Chucky is a fantastic film, total entertainment from start to finish, great humour & horror in equal measure & at only 85 minutes long it never becomes boring or dull. A personal favourite of mine, watch it as soon as you can!",1,0,1,0,Only Logistic Regression correct,,
"I tried to love this movie. I really did. Kevin Bacon plays a cerebral palsy victim who is befriended by a 10-year-old girl whose fantasies of digging to China, flying away in a balloon, and so on, are her way of coping with a dreary existence. I admit I did fast-forward through one of the scenes in which the two of them share friendship and simple pleasures while soulful piano music plays in the background. Okay, three or four of those type scenes. Maybe nine or ten. Okay, okay, it was fourteen. But I did sit and watch most of them.",0,1,0,1,Only Logistic Regression correct,,
"A better film could have been made to portray the tragedy of Bosnia. Some parts are very effective and the film does well to give some idea of the suffering of the people specially the children, but overall it looks less like a film and more like a documentary. Woody Harrelson is very good but the rest of the cast has performed well without being extra ordinary. Should be watched in order to get a rough idea of what the war did to the children of Bosnia. If one expects a great and gripping movie, Welcome...... will be a disappointment.",0,1,0,1,Only Logistic Regression correct,,
"By all appearances this serial could have been made any time since the mid forties. The cardboard sets, the moon kings with lightning bolts sewn onto their aprons, you know the drill. This one is a Rocky Jones adventure, featuring the space cop's dealings with the insufferable Bitch Queen of planet Offeecious, a commie planet that won't join the United Planets. When the noble messengers of intergalactic reason announce that Offeecious is on a collision course with this other, vaguely Slavic planet, Bitch Queen decides to blow the other guys up rather than evacuate her land. This introduces a moral to the effect of ""The greatness of a nation is not in its land, but its people,"" which is hammered home five or six times in the climactic talkfest. The BQ's constant nasal ranting about ""OffEEEEcious"" provides relief from some seriously wanting space effects, is this a TV show?",0,1,0,1,Only Logistic Regression correct,,
"Okay, I know that's cliché. Taken on its surface, this is a bad film- perhaps in a league with ""Plan 9 From Outer Space"". The dialog is suspect (but the Singlish is quite enjoyable...), the plot is not quite believable, Gavin's character overacts excessively. While watching the movie, somethings happen that truly make you wonder... Handsome and Kim making out on a tank, Gwen eating a banana in a bath, just about everything Gavin says and does (""psssssssssssssssycho!!""). These things taken separately are perhaps flaws. Taken together, however, they are merely quirks. Watching this movie with an open-mind (especially if you're not familiar with Singaporean culture), and with an open-minded group of friends is guaranteed to deliver a lot of laughs and a memorable time. You can't go into this movie expecting a masterpiece, or even expecting to take anything serious at all. If you can take this film for what it is - an underdog film about underdogs, filled to the brim with its own quirks - then you should have a good time watching this one! I've already seen it three times and I wouldn't hesitate to watch it three more times!!",1,0,1,0,Only Logistic Regression correct,,
"ONE DARK NIGHT is a highly overlooked and little known film from the early 80's that deserves an audience that I fear it will never get, and that's a damn shame. I have seen this film compared to others that have gotten a bigger name over the years, most notably PHANTASM, HELL NIGHT and MAUSOLEUM. This is a much different film than those and I don't see the comparisons other than the mausoleum, which is a bit similar to the one in PHANTASM, but not enough to make any real comparisons. I'm not sure how this one slipped through without a broader acceptance. Maybe it's all in the marketing, I don't know. Perhaps a remake would breathe new life into it, unless Raymar drained all the life out of it that is. I'm not too big on all the remakes that are abundant these days, but I think they do work well with lesser known films (except for the awful GHOST SHIP remake, which other than the opening scene and Mudvayne's Not Falling blaring, was utter crap). So if a remake of ONE DARK NIGHT would happen to fall into the right hands, I think it would make a lot of people go and watch the original. I know that's what I do if there's a remake of a film I haven't seen before. So anything short of a remake, I fear, would not bring this film back to life. Unless, of course, Raymar got his eyes on it.<br /><br />Anyways, ONE DARK NIGHT is a must see for horror fans, especially 80's horror fans ('cause we all know that's when the best horror movies were made). Creepy setting. Fairly good acting. Very good story. Campy. What more could you want from an early 80's horror film? What's that... nudity and gore? Well, sorry. No nudity or gore in this film, but it's still great nonetheless! A solid 8 out of 10. Enjoy.",1,0,1,0,Only Logistic Regression correct,,
"I saw Anatomy years ago -- dubbed at a friends house I don't remember it much, and then I saw at the video store there is a second one -- not really related to the first one Franka Ponte makes a little cameo. And that one was okay not as good as the first one. I'm seeing the first one again tonight -- not dubbed collectors edition. I really like German movies like this one it's very interesting and people and cults like the one in the movie could exist i think, i dunno. But it's very grossly entertaining and scary. Anatomy 2 is a little different and the characters are not as good as the first. But if you really thought Anatomy was interesting and good you should see the second one.",1,0,1,0,Only Logistic Regression correct,,
"""I am ... proud of 'Head',"" Mike Nesmith has said. He should be, because this film, which either has been derided by many of us or studied and scrutinized by film professors, works on many levels.<br /><br />Yes, it's unconventional. To many, frustrating. It's almost as if the producers hand you the film and tempt: ""You figure it out.""<br /><br />You probably already know that The Monkees TV show was a runaway marketing success that depended upon business acumen and no small serving of public deception. TV shows are about selling soap and toothpaste first, than to entertain. That The Monkees broke out of the box for a short time to make ""Head"" is a testament to the group's popularity and importance in pop culture, despite where your head's at. Get one thing straight: ""Head"" is not The Monkees TV show.<br /><br />So what we have here is a ""psychedelic documentary"" about Western pop culture from a source that has authority on the subject. ""Head"" is a movie that could only come from those ""inside the box"". By 1968, The Monkees' cast and crew were seasoned and weary professionals who had seen their share of promise and disappointment. The movie was a deliberate attempt at market repositioning. So, it did three things: Make a film the way The Monkees envisioned. Most importantly, reinvent the group to one not subservient to it's old bosses - and yas, hipper than before. Make a film that exposed American attitudes of information dissemination.<br /><br />""Head"", therefore, really is about media manipulation and its net result: deception. The mass media is supposed to inform, educate us on the happenings in the world at large, and ultimately asks us to form opinions of these events that can shape thought into positive action. Thus we assume the information we absorb to be complete and unbiased - otherwise, how can one establish a valued conclusion on any one idea presented by a book, newspaper or TV show? In one of the street interviews in ""Head"", a guy admits, ""I haven't looked at a newspaper or TV in years."" Is he lesser or better the man? Even the drug parallels are a soft veiling of ""Things are not as they seem."" Remember the old joke, ""Everything you know is wrong""? The screenplay starts with The Monkees' public admission of it's own ""manufactured image"" and runs with the football - literally. Is the football scene in the movie a visual manifestation of the whole idea behind ""Head""? Is the film a stream-of-consciousness exercise? Is the film the culmination of pot smoking marathons? There are too many coincidences that occur in the film that suggest otherwise. My guess is that ""Head"" is the culmination of motivations somewhere between intended and unintended.<br /><br />Largely, the insiders responsible for ""Head"" seem to enjoy themselves in the revelries that take place in the film, but there is anger - anger at the chaos that characterized the late '60s and anger at the way the media, television especially, had changed culture in negative ways. Drugs and violence were strong negative forces in the late '60s and still are, but the producers of ""Head"" want you to know that poor ""information"" is a far greater danger.<br /><br />Wars have been attributed to hoaxes and lies. What perfect way to spread disinformation than through TV? Repeatedly, the mysterious black box is seen as an obstacle to The Monkees and seemingly, all of us as well. In one scene, Peter is sullenly sitting in a saloon holding a melting ice cream cone, and is asked by a fellow Monkey, ""What's wrong?"" ""I bought this ice cream cone and I don't want it."" The movie suggests that the first purpose of the media is NOT to inform, but to sell en mass blindly. ""Head"" goes further: put any idea into someone's head, and merrily goes he.<br /><br />The filmmakers know this, and the danger is real. ""Head"" is either a movie that creates itself ""as we go along"", or is a deliberate statement. Perhaps, perhaps not. Maybe it is just ""Pot meets advertising"", as critics scathed in 1968. The jokes are on The Monkees and us. Be careful what you ask for, you may get it.<br /><br />Cheers: A true guilty pleasure. Very funny. Intelligent. Will please the fans. Find the substance, it's there. Unabashedly weird. Bizarre collection of characters. Good tunage. Length is appropriate. Lots of great one liners, including my all time prophetic favorite: ""The tragedy of your times, my young friends, is that you may get exactly what you want.""<br /><br />Caveats: Dated. Drugs. No plot. No linear delivery of any thought in particular. At least twenty-five stories that interweave in stop-and- go fashion. So, may easily frustrate. May seem pretentious to some. People who can't stand The Monkees need not watch, though that in itself is no reason to avoid it. The psychedelic special effects may kill your ailing picture tube or your acid burnt- out eyeballs.<br /><br />Match, cut.",1,1,0,0,Only Naive Bayes correct,,
"I saw this film in a Cinema-Club in Germany in 1970. Most of the attendees were from the local private school at which I was teaching. I had seen a few Godard films previously while I lived in France, and, though they hadn't been my favorites, I could at least make sense of them. Being able to speak French helped.<br /><br />The fairly innocuous beginning of ""Le week-end"" soon turned into a kaleidoscope of images, very well, maybe too well photographed, that soon made no sense to me. For me, films, like books, must have some clear sort of meaning. This didn't for me. I suppose I'm not ""into"" artsy films. Images still haunt me from the film. To this day I refuse to eat rabbit meat, well-loved by the French. Those who've seen the film might realize why. Yes, the theme of materialism came through, but the cannibalism, the car wrecks, and all the other scenes of destruction and horror only sickened me. I'm not sure if I walked out before the end, but I certainly felt like it. I promised myself that I'd never watch another Godard film, and I haven't and never knowingly will.<br /><br />My rating: nothing. It was the most disgusting film I've ever seen. Others may have been more inept, silly or stupid. I've forgotten those while scenes from this one will haunt me forever.",0,0,1,1,Only Naive Bayes correct,,
"I wish I could have voted this movie a ten, it's that funny. If they had intended for it to be that funny I would have given it a ten. I have to give it a 1, but it's the funniest darn 1 you'll ever want to watch. See the giant blur flash across the screen! Where did it come from? What is it? It flies, it terrifies, it's electrifying, it's on strings! This bird has real personality. I was about ten when I saw it for the first time, and when Big Bird appeared on Sesame Street, I was sure they were one and the same!",0,0,1,1,Only Naive Bayes correct,,
"With a cheap pound shop having just opened,i thought that it was worth looking to see if their were any cheap DVDs that looked good.and while the back of the cover made this sound like a Jeepers Creepers type of film,it is actually an anthology film! and thought one or two of the stories feel very familiar.Its still a fun light horror/comedy. The plots:<br /><br />Story one:The classic.<br /><br />A young couple feel the it is time that they should try to in prove their financial life by picking up a $1500 car.But,when the guy goes to pick a car,a car starts to talk to him.The car (called Banns) says that to get everything that he has ever wanted in life,that he must buy Baans for $5000.So while the guys relationship crumbles,Baans does everything he can to show who really is in charge.<br /><br />Story two:Kitchen culture.<br /><br />A guy that might get thrown out by his land lord,due to how messy his flat is,discovers that due to keeping a tuna pasta in his fridge for six months,the it has now moulded and evolved into a green mouldy version of himself!.And while they start off as friends,they end up having a big falling out,the leads to a final battle to see if the real guy or his fridge clone will survive.<br /><br />Story three:Too good to be true.<br /><br />A girl signs up with a dating agency and she gets matched with a guy the is perfect for her.But she is unsure that the guy is too perfect,and when she thinks that she sees him 'shut down' she starts to get spooked. View on the film:<br /><br />The first thing that i have to mention is the rating for the film in england,where it has been given an eighteen rating,even thought it has no nudity,swearing or blood at all.And the other odd thing about all the stories is that they all have happy endings,where the goodies win!.And while the first story is too close to the Stephen King classic Christine,the second story is easily the highlight of the film,with director Tom Parkinson making the nuttiness of the story feel like a low-budget Muppets episode!.<br /><br />Final view on the film<br /><br />While it does have a bit of a 'remake; feel,their is enough wackiness to make this a good horror 'comedy'.",0,0,1,1,Only Naive Bayes correct,,
"John Wayne is without a doubt one of the most popular and loved actors of all time. His career stretched over forty years, and within that time he starred in films such as ""Angel and the Badman"", ""The Green Berets"", ""Sands of Iwo Jima"", ""Rio Bravo"", ""North to Alaska"", and ""The Undefeated"".<br /><br />The film's listed above are hailed as some of his best, unlike this 1934 effort ""Randy Rides Alone"", which has been pretty much forgotten about as time's gone on, which is unsurprising, as it's nothing memorable apart from its very short running time of just 53 minutes.<br /><br />A young John Wayne plays Randy Bowers, who for reasons never really explained, arrives at a saloon in the middle of nowhere and finds that everyone inside has been killed. While looking around, a posse arrives and finds Randy there and they arrest him, accusing him of being a gang member and demand to know where the rest of his gang is. He is put in jail accused of the murders. Sally Rogers, whose uncle owned the saloon and was murdered, arrives at the jail to see Randy in order to clarify that he was one of the gang members ( She was hiding in a secret room when the shooting took place ). Sally doesn't believe that Randy is a killer, and doesn't recognise him, so while the sheriff is out, she slips him the keys and Randy escapes. While running away from the sheriff and his posse, Randy conveniently stumbles into the gang's hideout in a cave who were responsible for the murders. Randy sets out to clear his name, and also to bring the gang to justice.<br /><br />""Randy Rides Alone"" can be a fun film to watch, especially if you're a John Wayne fan. But at the same time it has far too many flaws that are impossible to ignore. The film is also extremely dated, as you would expect; we have the terrible camera shooting which makes everyone look like they are moving in super-fast motion, and the dialogue is terrible. The acting isn't great either, and Wayne's character is very wooden and he, along with the rest of the cast, look like wooden puppets who are being conducted by someone ( In this case it's by director Harry Fraser ). Harry Fraser is at the helm, and does a good enough job but the story is paper-thin. One can't help but feel that about ten minutes is missing from the start of the film as Randy just arrives out of nowhere at the saloon and is looking to meet someone. An explanation on why Randy was there is giving later on, which turns out to be something like he is a P.I who was sent to investigate the claims that someone is trying to take over the town. To be honest I didn't really pick it up, most of the time I was hoping for the movie to end.<br /><br />But that being said, I didn't find this film to be completely terrible. I enjoyed some of it and found it to be quite fun at times. But it really isn't a great film, and isn't really worth watching or tracking down.<br /><br />Overall, ""Randy Rides Alone"" is incredibly dated and is a tiresome Western with very few redeeming qualities. Can be fun but overall it isn't a great movie and is certainly one of Wayne's weaker outings.",0,0,1,1,Only Naive Bayes correct,,
"Yeah, I know the girls are hot and the scenery lovely but for someone knowing the place, it's hilarious.<br /><br />If you want some accuracy, this is not a movie to rely on. It starts with the flight from São Paulo to Rio aboard a 747. This will never happen on the 400 km flight. Smaller planes such as 737 or A-320 shuttle passengers between the two cities every half an hour. The drive from the airport home if shown on a map would reveal an intricate zig zag back and forth. Perhaps the producers tried to emulate one of the very known taxicab drivers itineraries when faced to tourists. Not that it would be a local habit as I myself got ripped off in very serious places such as Switzerland. The girls, yes. All topless. That's something an outsider will never understand. Brazilian chicks will be happy to expose 100 % of their incredible bodies at the Samba Schools parades and wear almost non-existent bikinis at beach, but never go topless. A handful beaches across the whole country will allow it. All carefully secluded and out of town. Oh, the indoor decoration; the amazing wallpaper... maybe in Disneyworld... Apart from that, it is very entertaining and, yes, Demi Moore is absolutely splendid.",0,0,1,1,Only Naive Bayes correct,,
"I had the privilege recently of viewing what is said to be the last 35mm, Technicolor, stereo print and found it much livelier and more touching than remembered. Also closer to the original material -- basically, all screenwriter N. Richard Nash did was trim, change much recitative to spoken dialog, and insert a transitional scene or two (including a very amusing one for Pearl Bailey). Oliver Smith's production design is stagy in the ""Li'l Abner""-""Guys and Dolls"" '50s adaptation mode, but it works well for this work's folkloric, unrealistic quality. Stereotyping and racism are present, but not to a wince-inducing degree. Further, for a movie of its time, it's pretty frank -- the adultery, violent behavior, drug use, and self-destructive habits of the denizens of Catfish Row are not at all minimized in the telling. But there are debits, beginning with all that variation from the stage text. The loss of so much compromises Gershwin's brilliance -- no wonder the family doesn't like it. The reorchestration, especially of Sammy Davis Jr.'s material, is disconcertingly trendy and vulgar. George knew what he was doing, folks; you didn't have to mess with it so much. And while Poitier and Dandridge act well and their singing doubles sing well, there's a huge chasm between the characters' singing and speaking voices -- you're constantly aware of the artifice. What really counts here, of course, is the music, among the greatest ever written for the theater, anywhere. Despite all the tinkering, it survives,and you'd have to be made of stone not to be moved by it. If the treatment isn't entirely to the estate's liking (and it shouldn't be), there's still no reason not to spend some bucks to restore this ambitious filming of Gershwin's masterpiece and make new generations more aware of his genius.",1,1,0,0,Only Naive Bayes correct,,
"This film is all right, fairly silly and to be taken lightly. But what I can't stand are the numerous heroes and that boy's ILLEGALY SENTIMENTAL comment near the end: ""look, they all look the same"". Isn't that by far passing the good taste standards? I thought it was revolting, as were the heroic, unselfish acts by some of the people in this film. I'm not saying it won't happen like that, but zooming in on all the bravery like that makes my stomach churn.",0,0,1,1,Only Naive Bayes correct,,
