Review,True Label,Naive Bayes Prediction,Logistic Regression Prediction,DistilBERT Prediction,Error Pattern
"I'm afraid I did not like this adaptation. When I started watching it I had a strange feeling of watching some 70s TV series, due to the filter and the musical score. I did not like the end scene. Mr Tilney appears dressed only in his waistcoat. Jane Austen would never have a gentleman ride out without a frock coat. Looks like the producers made a modern misinterpretation of a romantic girl's dream. I appreciate the more modern JA adaptations much more, that show an eye for these details, that makes the BBC series so worthwhile. Sorry, looking forward to the 2007 adaptation. I hope that will be better and will show the benefits of 20 years of Jane Austen adaptations.",0,1,1,0,"Traditional models wrong, DistilBERT correct"
"Mainly a biography of a lustful doctor, ""Robert Merivel ,"" (Robert Downey) who has his way in the king's palace for the first half of the film and then helps out the downtrodden in the second half, mainly ""Katharine"" (Meg Ryan).<br /><br />The GOOD - Fantastic set decoration (i.e. the lush king's palace) and costuming make this a visual treat. The language is also very tame. Ian McKellen and Hugh Grant provide interesting support.<br /><br />The BAD - After 50-60 minutes, this movie simply gets too boring. It desperately needed to be given some spark after an hour but it does the opposite: it drags on and on. The script certainly needed some badly-needed ""restoration,"" shall we say? The film may look nice but it's a long two hours to sit through.....too long.",0,1,0,0,"Naive Bayes wrong, stronger models correct"
"The over-riding problem with this film is that it can't possibly use Bill Murray to the best of his abilities, simply because of the co-star.<br /><br />If this was a road movie with another comedic actor, it might work. Even if they were both trying to get the elephant across the country, it would at least allow for them to share some amusing dialogue. As it stands, Murray is left talking to an elephant who cannot answer back with witty banter. Essentially, it means that Murray is talking to himself, and this makes the film more boring than it could have been had he had another character to bounce off.<br /><br />Kids would enjoy this movie,simply because of the elephant, but anyone wanting to watch Bill Murray's biting delivery and enjoy an excellent script needs to look somewhere else.",0,1,0,0,"Naive Bayes wrong, stronger models correct"
"This movie is a fine example of what happens when a studio wants to get a sequel to a fine movie out of the gates at all cost. Only with this movie, it truly is a near miss. Everything seems in place for Robocop 2 to be a worthy followup to the groundbreaking first movie. The complete original cast (apart from the casualties, naturally) returns and gives it their best. Too bad a hackneyed script and an incompetent director as good as neutralize their efforts.<br /><br />Irvin Kershner might have been the ideal go to guy for George Lucas to direct the Empire Strikes Back. For a pedestrian filmmaker like Kershner there isn't much to ruin in Lucas' charmless film series. A worthy successor to a classic like Robocop would have needed either Paul Verhoeven to return, or a director with enough brass to give his own spin on it. Kershner doesn't know how to give his own spin on anything (Lucas hired him for that) and he's surely no Verhoeven.<br /><br />So what we get here is a movie that goes through all the motions to replicate the first movie, but with none of the freshness, humor or daring the original had. Kershner probably thought he could top Verhoeven by adding more gore and gratuitous violence, but instead he reveals how much he was at work as a director for hire instead of a passionate filmmaker. And that's a shame, since everything was in place to make this another classic. As mentioned the actors give it their best, but Phill Tippet delivers some groundbreaking stop motion effects and there are some great ideas in the story by Frank Miller, who was born to write a Robocop movie. If only the studio had hired a director who was competent enough to make all the potential come through.",0,1,0,0,"Naive Bayes wrong, stronger models correct"
"Violent sequel to RoboCop was directed by Irvin Kershner (Never Say Never Again, The Empire Strikes Back) will never be as good as the original, because it is almost humorless, and it is extremely mean, and should have been rated NC-17, because of scenes with infants being involved in gunfights, people threatening to brutally murder very young infants with REAL automatic weapons, and even scenes with a 12 year old using lots of explicit profanity, giving drugs to lots of random people, shooting and graphically shooting up and killing policemen and SWAT officers, opening fire on police officers when lots of small and young children are present, and a whole group of children using strong profanity and beating up the store owner (who is a very old man) of an electronics store and stealing and destroying lots of items there. This film gives new meaning to the term ""appallingly mean"", but the effects and action sequences are exceptionally incredible. Overall, an OK movie.",0,0,1,1,Only Naive Bayes correct
"STAR RATING: ***** Saturday Night **** Friday Night *** Friday Morning ** Sunday Night * Monday Morning <br /><br />Old Detroit is back, with the giant Omni Consumer Corporation continuing to swallow everything in it's path as construction of the new Delta City continues and a new menace to contend with in the shape of Cain, a cruel drug lord with delusions of Christ-likeness, peddling a deadly new addictive on the streets called nuke. As he continues to struggle with the memories of his former life haunting him, the tin plated hero sets out to bring this villain down- only to wind up getting chopped into pieces of scrap metal. With Robocop out of action, a ruthless OCP business-woman proposes plans for her new android- a stomping, snarling beast of a machine that needs an equally nasty test subject to power it- which Cain fits perfectly. After a brief glitch in his system, Robo returns to bring justice to the streets and settle the score with Cain.<br /><br />The original Robocop is a film that always manages to astound you each time you watch it, no matter how many times you've seen it, one of those films that just can't be done again. That said, it's not surprising a sequel was made- it's even less surprising that that sequel really pales compared to the original. Empire Strikes Back director Irvin Kirschner has crafted an unpleasant, slightly incoherent and overlong film that can't capture the magic of the first film, no matter how hard it tries. And it certainly does that, the funny ads from the first film running none stop, the corporate satire aiming to be that bit sharper and the action roaring as fast and furious as before, but with blood/gore even meaner than the first film. The first film earned a name for some nasty, blood-soaked violence (including a man's genitals being blown off and a man being blasted to pieces) but while that was more memorable the violence/gore on display here is of a more sadistic and gratuitous nature, with a very unpleasant and mean-spirited tone to it.<br /><br />But overall, the film leaves you with a feeling of general apathy- why are you watching this when you could be watching the original again instead? **",0,0,1,1,Only Naive Bayes correct
"Northanger Abbey is not my favorite Jane Austen novel, but it has its charms. This movie doesn't. It has some of the same character names as the book, but the story is drastically altered, and the sweetest man in the whole Austen canon (unless Emma's Mr. Knightley gets pride of place) is made out to be a heartless and mercenary creep. One or two totally extraneous characters are introduced, and a palpable air of corseted perversion hangs over it all. I was so disappointed when I first saw it on its release in 1986; even today it ranks high on the list of films that disgrace the books on which they're based. Even Robert Hardy fans should give this one a wide berth. It has nothing, and I mean N-O-T-H-I-N-G, to recommend it.",0,1,1,0,"Traditional models wrong, DistilBERT correct"
"'Ernest Saves Christmas' is comedian Ernest's Christmas special film. In this film, Ernest has to find a successor to Santa Claus in order for Christmas to continue. Along the way, he meets a young girl who is a thief and who ends up stealing something very important of Santa's (I won't tell you what that is; you'll just have to watch the film for yourself). Like most Ernest films, there is a lot of slapstick humor involved.<br /><br />This film is probably one of Ernest's best films. It's funny, and it has some important lessons to learn regarding friendship and family and not being afraid to show love. It's not the best Christmas film around, but it is a good one to get you in the Christmas spirit. It's a little bit sad that the film is a little dated now.",0,1,1,1,All models wrong
"I have seen this movie several times, it sure is one of the cheapest action flicks of the eighties. So, I think many viewers would definitely change the channel when they come across this one. But, if you are into great trash, ""Dragon Hunt"" is made for you. The main characters (the McNamara Twins) are sporting great moustaches and look so ridiculous in their camouflage dresses. One of the best scenes is when one of then gets shot in the leg and is still kicking his enemies into nirvana. This movie is really awful, but then again, it is a great party tape!",0,0,1,0,"Logistic Regression wrong, others correct"
"Linda Lovelace was the victim of a sadistic woman hater, Chuck Traynor. I don't understand how having sex with a dog (which is animal abuse, as well) can be found to be entertaining or funny. Linda Lovelace was a virtual prisoner who was coerced into making these films. I know some people will criticize this comment but I feel strongly that these types of films fuel the fire of hatred and further misogynistic feelings towards women. This society continues to portray women as sexual objects as opposed to human beings. We call ourselves ""civilized"" however I feel we have a long way to go before we can ever scratch the surface of being civilized.",0,0,1,0,"Logistic Regression wrong, others correct"
"Shaky hand held cameras (this piece was shot for television mind you, not film) not only keep you utterly conscious of how horrible the cinematography is in this film, but make you absolutely unable to become immersed in the story. Poor Miss Austen must be rolling in her grave. All I can say is, if you enjoyed the novel, stop there, until the BBC creates one of their smart & sensible period masterpieces (like Pride & Prejudice with Colin Firth, which, speaking for what I imagine in my opinion, Austen would have revered). The BBC would never dare overdub cheesy saxophone solos and Indigo Girl hollers over a shot of an historic castle and a loving embrace. Giles Foster seemed to be often confused that they were editing the music to The Specialist. If you want Austen as you love her, look for the BBC logo...",0,1,0,0,"Naive Bayes wrong, stronger models correct"
"... a recommendation! Gloria Grahame runs the kind of orphanage where discipline is imparted with a meat cleaver, orphans are hung on meat hooks to punish them and the bodies are kept in the deep freeze so that they can be brought out for when social services call. That the orphanage is strapped for cash we know because Gloria puts all the orphans to work, and also because there don't seem to be enough clothes to go round - especially for the older nubile female orphans (age range appears to be 12 - 30 ish). The new arrival, however, turns out to be more than a match for Gloria - and has indeed just taken out her own mother & mother's lover (in a witty claw hammer and arson opening scene). Predictably, Gloria ends up on a meat hook herself. This one was made for about tuppence but was/is a HUGE HUGE HUGE hit on the grindhouse circuit. My DVD cover promised ""disturbing and politically incorrect scenes"", and it sure wasn't lying. I believe it is regarded as the Citizen Kane of orphanage set torture porn movies. 4/10",0,0,0,1,"Traditional models correct, DistilBERT wrong"
"Again, we're getting a melange of themes well covered by so many previous films. The good and the bad son story, courtesy East of Eden. The American marine hero story, who doesn't consider himself to be one due to what he knows. And the grieving wife potentially falling in love with another man story.<br /><br />The mere fact of those stories being that ubiquitous isn't so much of a problem though. Because theoretically they could still be better presented and dealt with each time around. No luck this time though, as all three of those threads ultimately fall flat all the same.<br /><br />As the bad son never really gets to talk to his father, so that conflict is never resolved properly. Apart from the father kind of starting to appreciate the bad son thanks to the latter renovating the kitchen of the grieving wife. Now, how satisfying is that.<br /><br />Next, the surprisingly homecoming marine suspecting his wife of unfaithfulness conflict never gets resolved. Because he never really talks to the man under suspicion, namely his own brother. So once more we're handed a loose end here.<br /><br />And finally, the American military heroism hypocrisy theme, where the marine is publicly considered a hero when, due to the dirtiness of war he went through, he shouldn't really be called one as to his own standards, that third theme falls flat just the same. Because the movie ends right when, for the first time, he's just able to talk to his wife about what he went through. Where the real story would actually begin at that very point, namely his process of recovery, how that would look like and how he would finally face the family he'd have some major guilt to admit to. All that, all the really interesting bits are passed over and getting ignored.<br /><br />So while story wise this film is a serious, and I mean serious, disappointment, I'd still give it points for the impressive cast. Although no film should use Maguire for a voice over, because that belongs to Spiderman. Especially a grown up Gyllenhaal seems to fulfill all the expectations he aroused as a young and aspiring actor. So much that I'd in fact love to see him entrusted with a really deep and demanding lead role of proper profile.<br /><br />So while the cast really seems to do what they can, I consider this film totally forgettable otherwise. A shallow and ultimately pretentious, utterly unsatisfying tear squeezer indeed. Message du jour to the writers: we know the wounds already, see the host of Vietnam films. You want to earn some credit, show us a believable healing.",0,0,0,1,"Traditional models correct, DistilBERT wrong"
"Maybe the best part of the show is the fact that it creeps up right after Conan O'Brien and Late Night's fans are all of a sudden unsuspectingly watching Carson's show. Carson Daly can't hold a candle to Leno, Letterman, O'Brien or any other late night talk show host, and Last Call seems to miss more than hit in this hit and miss genre. The shows only redeeming quality is that it's so short. But, I wouldn't call it crap. Carson Daly is sincere and doesn't hide the fact that his show isn't great(that honesty is actually helpful here), while some of Last Call's skits and material seem to be stolen, they still find the mark sometimes. Actually, some of Carson's montages have been quite entertaining, and the skits occasionally have their moments of decent comedy.<br /><br />As an interviewer, Carson is okay, even with only one guest, not exactly late night material but still above the level attained by a high school AV team. However, he doesn't have the quick wit that makes Conan so hilarious. I do not like his musical guests, but that's more because I am not a fan of that kind of music so, I'm not holding it against him.<br /><br />On to the house band. I don't know Joe Firstmans band and wouldn't compare them to the CBS Orchestra, the Tonite Show Band with Kevin Eubanks or the Max Weinberg 7. Even Cleeto and the Cleetones are better. But, Firstmans band mates do still the show in my opinion. Especially the Alto Sax player that sometimes shows up (he has long dark hair and sunglasses and is always playing in the upper register), if anything, watch the show for him, I do.<br /><br />In summary, this show isn't even worth a full bag of kibble n' bits. But it does have an audience, and appeals more to the younger ""mtv generation"". If you don't have cable and are up at 1:37 am, there really isn't much more to choose from and, surprise surprise, there is worse out there in that time frame. So, if you're waiting for Poker After Dark to come on, 30 minutes of Last Call wont kill you during the wait.",0,0,1,0,"Logistic Regression wrong, others correct"
"He seems to be a control freak. I have heard him comment on ""losing control of the show"" and tell another guest who brought live animals that he had one rule-""no snakes."" He needs to hire a comedy writer because his jokes are lame. The only reason I watch him is because he some some great guests and bands. <br /><br />I watched the Craig Ferguson show for a while but his show is even worse. He likes to bull sh** to burn time.I don't think either man has much of a future in late night talk shows.<br /><br />Daily also has the annoying habit of sticking his tongue out to lick his lips. He must do this at least 10 times a show. I do like the Joe Firstman band. Carson Daily needs to lighten up before it is too late.",0,0,1,0,"Logistic Regression wrong, others correct"
"Clearly, Andreas Bethmann would like to wear Jess Franco's crown whilst coveting (at least cinematically) the old workhorse's wife, Lina Romay. Romay plays a corrupt, salacious, masturbating prison warden in this modern, ambitious W.I.P. film. With some exceptions, many of Franco's films are ineptly produced and directed in a slipshod, hurried manner. Shots don't always cut together and the sound mixes can be horrific. While watching ""Angel of Death 2"" (aka ""Prison Island Massacre"") I asked myself if Bethmann is deliberately trying to replicate Franco's patent shoddiness, or is he just naturally shoddy like his mentor? Is this movie deliberately bad, which would be self-defeating, or is it simply bad by neglect? After a hitchhiker is forced to give a gunpoint blowjob, her rapist fills her mouth, then fills her vagina with some drugs. Minutes later, she is hauled into a clifftop prison for reasons not explained and subjected to the leers and rough handling of staff and other inmates. As this is a WIP film, there are lesbian scenes galore and plenty of violent behavior. The gore is bloody and sadistic, too, with delights such as teeth pulling and scalping (courtesy of Olaf Ittenbach). The acting is pretty awful and the fight scenes are lame, but there is a love of sleaze in every frame and an understanding of what trash fans enjoy. Unfortunately, the flat script makes for a flat movie. So, despite numerous atrocities, hardcore sex, and a guest appearance from Jess Franco, the experience is an empty one. But isn't that what most Jess Franco movies are?",0,0,0,1,"Traditional models correct, DistilBERT wrong"
"Sure, it's hard being gay, especially in the south. We get it. Over... and over again.<br /><br />What stood out was that the film makers focused almost wholly on the more ""extreme"" characters in these small town gay bars; the drag queens, the seedy sleaze of a bar long-closed, and on a guy who was brutally murdered for being gay, yet had nothing to do with either of the bars which were the focus of this film.<br /><br />There were snippets of interviews from other people, people viewers would, perhaps, be better able to relate to. But they were glossed over, practically skipped, maybe shown in a glimpse in the background.<br /><br />It would have been more interesting, to me at least, to hear the experiences of the more common gay men and women who were either enriched or otherwise by the experiences of a small town gay bar and/or the absence of that community.",0,1,1,1,All models wrong
"Talented screenwriter Alvin Sargent sadly cannot get any engaging ideas cooking in this artificial trifle about a wayward mother and her mature teenage daughter trying to make their lives work in Los Angeles despite mom's flighty behavior. Apart from several good sequences, I didn't quite buy Susan Sarandon as a flake (she's too intrinsically smart and focused to be passed off as this devil-may-care lady), and her naturally grounded personality is a bad fit for the role of an irresponsible parent. Natalie Portman fares much better as her kid, and yet there's a creepy aloofness to her work (and some of her scenes, such as the one where she asks a boy to strip, are misguided and uncomfortable to watch). Certainly not an incompetent piece, ""Anywhere But Here"" does have moments that work, but it isn't an embraceable film, nor has it proved to be an important one. ** from ****",0,1,0,0,"Naive Bayes wrong, stronger models correct"
"Set in the near future a dark stranger walks into some southern American city plagued by zombies. Settling with a group of friendly face inhabitants our stranger learns the harsh realities of city life. There are two groups of people; the upper classes who dwell safely behind the concrete walls of the city being provided by, at the right price, the state police. Then there are our friendly face inhabitants. These lower class folks live along side the zombies. There only means of survival is to trade goods, which they forage for during the day, with the police in exchange for tins of food. Our stranger discovers why his world is plague by zombies. A new dietary pill that suppressed the craving for carbohydrates was the foundation. The human race's desire to shed fat caused the down fall of society as we know it. These pills increased the desire for protein i.e. meat, even the pet poodle. However, there was one more grave side affect, after death people became reanimated with an even stronger craving for protein namely human flesh.<br /><br />With what I feel is an imaginative introduction I felt that this film many realise some inventive material. What better way could explain the cause of the zombie race than by a contemporary idea of people's desire to make any sacrifice to change their body without the hard work of the gym? However, the imagination of this film soon stopped after this exposition. This film falls into the old trap of 'I can not imagine what the world will be like when society collapses'. When you watch this film you do not escape to a different world as you do when you watch Planet of the Apes (original), Alien, Mad Max or Texas Chain Saw (original). In this film the alternate society is define by people with hair dyed orange and green. Face paint and charity shop leather jackets. There is no harshness about life in this alternate society, just healthy faces and over made-up zombies. Films should allow you to escape not remind you that you need to clear out your wardrobe and take your old cloths to the charity shop.<br /><br />Forget about some of the pitiful acting, or the over made-up zombies. This film fails because it is too polished, too congenial and too predictable. I have watch films like this since the early eighties. If you are going the make a film of this nature I suggest you need to watch again such films as Dawn of The Dead (original and remake), Threads or Fulci's Zombie to see and experience that feeling of desperation in a devastate society.",0,0,1,1,Only Naive Bayes correct
"I saw this film in a Cinema-Club in Germany in 1970. Most of the attendees were from the local private school at which I was teaching. I had seen a few Godard films previously while I lived in France, and, though they hadn't been my favorites, I could at least make sense of them. Being able to speak French helped.<br /><br />The fairly innocuous beginning of ""Le week-end"" soon turned into a kaleidoscope of images, very well, maybe too well photographed, that soon made no sense to me. For me, films, like books, must have some clear sort of meaning. This didn't for me. I suppose I'm not ""into"" artsy films. Images still haunt me from the film. To this day I refuse to eat rabbit meat, well-loved by the French. Those who've seen the film might realize why. Yes, the theme of materialism came through, but the cannibalism, the car wrecks, and all the other scenes of destruction and horror only sickened me. I'm not sure if I walked out before the end, but I certainly felt like it. I promised myself that I'd never watch another Godard film, and I haven't and never knowingly will.<br /><br />My rating: nothing. It was the most disgusting film I've ever seen. Others may have been more inept, silly or stupid. I've forgotten those while scenes from this one will haunt me forever.",0,0,1,1,Only Naive Bayes correct
"Do you know that they want to escavate the Moon for real?And in Geneve there is the debated project that could lead to make possible time machine?All i can say about this movie that is based on facts about future(at the time of the movie)scientifical projects but real. Hope the moon will exist not happen as in the movie. Now about the movie itself, I saw the original movie too, and I also read the book. The book I didn't like though, but the movie yes.I totally agree with a previous comment that this movie was depressing,unlike the 60's one.That was very good with force, this one was only a paralled future of what is good movie.",0,0,0,1,"Traditional models correct, DistilBERT wrong"
"The Time Machine starts in New York during 1899 where Professor Alexander Hartdegen (Guy Pearce) proposes to his beloved girlfriend Emma (Sienna Guillory) who accepts, unfortunately just after they are attacked by a mugger & Emma is shot dead & dies in Alexander's arms. Jump forward 'Four Years Later' & Alexander has built a time machine which he uses to travel back to the night Emma was killed in order to save her but she is still killed, only a different way this time. Alexander realises whatever he does, however many times he goes back Emma will always end up dead one way or another & he yearns to know the answer why so he travels far into the future to discover the truth. However after having destroyed the moon two new races have evolved on Earth, the human like Eloi & the monstrous Morlock's that eat the Eloi. Alexander decides to stick around & save the Eloi.<br /><br />Directed by Simon Wells who is actually the great grandson of author H.G. Wells who wrote the original The Time Machine book on which the original The Time Machine (1960) film was based & it is in fact the 1960 film that producer John Logan's script is based upon here rather than Wells original literally source. While all three share the same basic story & ideas this remake adds the subplot about Alexander's fiancé Emma being killed & that's the reason he invents a time machine rather than just because he is clever & he can. The script is a mixture of sci-fi, action adventure & drama none of which really grabbed me or engaged me that much, sure there are a few pretty special effects, a few nice action scenes & the moment when Alexander's question is answered regarding why he can't save Emma is actually quite intelligent & makes sense it never really captured my imagination & I was never really moved by it either. The time travel aspects of The Time Machine feel very similar to Terminator 2: Judgment Day (1992) in the sense you can't change the past but at the same time the future is not set only The Time Machine isn't anywhere near as good a film as Terminator 2: Judgment Day. The character's are alright although I thought Guy Pearce just looked too young to be a brainy scientist capable of inventing a time machine & there's never any real explanation behind it's mechanics either as it's like one moment there's no time machine the next he has invented & made one & it works perfectly. I reckon the Back to the Future trilogy offer far more thrills, laughs, excitement & general entertainment value than The Time Machine ever does & while I will stop short of calling it a bad film since it moves along at a decent pace, tells a reasonable story & has it's moments I wouldn't call it brilliant or even particularly good. There is also a cheeky little reference to the book & original film which are both name-checked here.<br /><br />The benefit this modern version has over the original is the development of special effects & in particular CGI which leads to scenes of time rapidly passing around Alexander in his time machine complete with huge buildings being built, new ridges, canyons & mountains being formed & a elaborate pan back which ends up in space as we see passenger rockets orbiting the moon. The effects work is good, there are one or two moments that look a little below par but generally speaking the effects are good. I saw The Time Machine on telly & the station playing it badly pan and scanned it so the left & right edges of the frame were cut off the screen thus cutting off part of the year on Alexander's time machine dial so I actually didn't know what year he went to. Apparently director Gore Verbinski took over the last eighteen days of filming as Wells was suffering from 'extreme exhaustion' while the IMDb says that the time machine itself was the biggest & most expensive prop ever built for a film at that point which I find hard to believe & Guy Pearce broke a rib during a fight scene but like a trooper carried on.<br /><br />With a supposed budget of about $80,000,000 the production values are high with a lovingly recreated period New York & good effects work although amazingly The Time Machine was nominated for an Oscar for best make-up but lost out to Frida (2002). The acting is mixed, Jermey Irons puts in a good performance in a terrible make-up job that has him looking like a reject from a Lord of the Rings film while singer Samantha Mumba makes her big screen debut here & is simply terrible although Guy Pearce is quite good & fairly likable.<br /><br />The Time Machine isn't a particularly bad film or a particularly good one, just a somewhat unremarkable one that is watchable & passes an hour and a half but not much else. Watch Back to the Future (1985) again instead.",0,0,0,1,"Traditional models correct, DistilBERT wrong"
"Guy Pearce looks like and acts like a Calvin Klein underwear model, or one of those bimbo guys who wear Levi's Jeans and stand in front of a herd of stampeding Buffalo because they realize that Buffalo like Levi's too. In every scene, Guy Pearce looks like he is saying, ""Look at me, I am so pretty!"" As a hero, his character is a total wimp. In every scene that calls for courage, Pearce gets the short end of the stick. SPOILERS: Yet, at the end of the movie, this wimpy book-worm character out-runs a pack of baboon-like Morlocks who can run and leap along the side of the walls (like Spiderman). Around the same time, the TIME MACHINE seems to cause a Nuclear Explosion of some kind that wipes out an entire valley. Strangely, even though Pearce and his gal-pal Mumba are about a foot away from the last Morlock that gets killed; seconds later Pearce, Mumba, and the tribe are watching the valley blow up from the safety of their mountain. Now THAT is FAST RUNNING!!! Jeremy Irons as the King of the Morlocks is great. He really makes the movie a lot better than it was. Mumba, the model-turned-actress is not very cute, and she does not do much acting in this movie. The scenes which take place in the 1900s lack any real atmosphere. Even though the period dress and vehicles are shown, the characters act like caricatures of how they imagine 1900s people would walk and talk. The original version of this movie was a lot better in this respect. The period characters were much more realistic, and they were much better actors. The original version of this movie made the PAST seem like the real base of the characters. This new version lacks substance and feeling. The scenes in which Pearce deals with the death of Emma and then fails to save her from her fate are very good. The issue of the Morlocks being cannibals is not very well explained, and it does not make sense that they have some large dark butcher shop filled with knives and cutlery, yet they are never seen using any weapons except for a blow-dart. Also silly is the giant pit full of water and bones. All through the underground, the Morlocks are all walking around chewing on meaty bones. So how can all those skeletons be in the pit? It seems like there are some Morlocks that Bar-B-Que their humans and eat them off the grill, and other Morlocks only like filleted flesh?? And where are the restrooms for all of these creatures? As I was watching the dozens of Morlocks who were gorging themselves on human flesh, it occurred to me that they must have a very advanced toilet & plumbing system, considering that they were tossing in lots of bones. All these issues were never addressed. At the end of the movie, Pearce is holding Mumba's hand, but you can see that he is eye-balling her friend, Mandingo. One other totally irritating thing about this movie is the non-stop LION KING music which is in the background. Once Pearce arrives in the future (802,710 a.d.); the LION KING music never stops, and every time the natives are around, there is that African Moaning Singer (Is it Peter Gabriel or Paul Simon?) that starts wailing and moaning over the LION KING jungle music. I watched the credits at the end of the movie, and the jungle music is not specifically identified, but I think that Elton John should probably look into this matter. Time Machine was a mediocre movie with some good FX. See it once, then forget it.",0,0,0,1,"Traditional models correct, DistilBERT wrong"
"Very strange. But meant to be. This director is his own man. Even through there are strains if Polanski, Bergman, and Kafka at least in the episode no 6, the peeping tom one. What made it all so strange, and reminiscent of the above three artists, was that it went all over the place, you never knew where it was headed, and could have ended anyplace, and finally when it did end, could have kept going. The ending is hardly a finality, nobody could tell you what these two characters would be doing in even the next frame. One other thing should be said about the director: No wonder Kubrick found him fascinating. There is a lot of Eyes Wide Shut in this episode somehow, in the direct approach to character, the realistic fantasy elements of both. A Kubrick placement of the camera without any of the stark effects, much more washed out, and hurried, not as fussed over. That said, back to the beginning, still this guy has his own things to say and says them well. Yet, for some reason, there is not a single scene I ever want to see again. But definitely did not feel ripped off in the least watching it one time around. But I did keep getting the feeling of three or four other directors ghosts moving through the parade, blurring everything. The caveat being that it was only episode six: the other nine might give me entirely different takes. But since this episode revolved around peeping, looking, the absolute domain of film, I will say this, he took none of the usual routes, definitely went his own way while carrying the baggage of a lot of good directors behind him.",0,1,1,1,All models wrong
"I think we are supposed to think what wonderful salt-of-the-earth characters. Unfortunately, this is lame and laboured.<br /><br />As always with any production set in Newcastle, there are numerous shots of the Tyne Bridge and frequent attempts to show what great 'characters' Geordies are. The viewer is never allowed to forget where the film is set, as though the rest of the world cared about Newcastle and its inhabitants.<br /><br />If you like well observed, literate and original work stay well clear.",0,1,0,0,"Naive Bayes wrong, stronger models correct"
"Poor Jane Austen ought to be glad she's not around to see this dreadful wreck of an adaptation. So many great Jane Austen movies have come out recently that this one deserves to be permanently buried along with two other movies I despise-The Man in the Gray Flannel Suit and the 1969 version of David Copperfield. My main beef with the movie is that it completely misses the point of the book. Jane Austen was poking fun at the Gothic mania in her society, and much of the novel is tongue in cheek. The movie, however, is serious and comes across terribly melodramatically. The lighthearted, fun-poking flavor of Austen's writing is completely and conspicuously absent from this ponderous foray iinto horror meets period drama. The scenes of Catherine's imagination are both gratuitous and uninteresting. Also, Henry Tilney is dreadfully unappealing. Why, I ask, would anyone fall for him? If you are looking for a fun-filled Jane Austen evening, watch Emma instead!",0,1,1,0,"Traditional models wrong, DistilBERT correct"
"Sometimes, changes to novels when they're made into films are not only necessary, but a good thing. However, in the case of Northanger Abbey, it's a very, very bad thing. Not only is the story itself ripped to shreds, but the satire is almost completely absent from the film, and it's mixture of romance and intrigue doesn't even touch upon the biting commentary that Austen put into her work. It fails to be amusing or satirical at all, and instead turns the character's fascination with her fantasy world into mostly a drama.<br /><br />This affects the romance as well. It's meandering and aimless. Chemistry and interest are never established. The reasons Tilney is attracted to Catherine are completely absent from the film, leaving the audience to wonder what it is he sees in her at all.<br /><br />Hopefully some day soon, we'll get a more faithful version if Austen's satire.",0,1,0,0,"Naive Bayes wrong, stronger models correct"
"I had seen Rik Mayall in Blackadder and the New Statesman, so I thought I'd give this film a try.<br /><br />At around 4 pm I bought it, at around 8pm I started to watch, at around 8.15pm I fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain... but there wasn't. At around 8.45pm I threw the DVD into the dustbin. And that's where this ""film"" belongs.<br /><br />What ever happened to British humour? The humour so fine and witty, intelligent and artful that you find in Yes, Minister, Blackadder, Vicar of Dibley, Fawlty Towers or The Fast Show? The black humour Britain is so famous for? I don't want to insult anybody, but I presume even stupid children wouldn't find this funny. They deserve more intelligent fun. And Rik Mayall, you can do better, so please, do!",0,1,1,1,All models wrong
